Dia,Altas_nuevos_usuarios_activos_ab._anual_sin_ttp_dia,Altas_nuevos_usuarios_activos_ab._anual_con_ttp_dia,Altas_nuevos_usuarios_activos_ab._anual_total_dia,Usuarios_activos_ab._anual_sin_ttp_ acumulado_desde_inicio,Usuarios_activos_ab._anual_con_ttp_acumulado_desde_inicio,Usuarios_activos_ab._anual_total_acumulado_desde_inicio,Nuevos_usuarios_abono_1_dia,Nuevos_usuarios_abono_3_ dias,Nuevos_usuarios_abono_5_dias,Nuevos_usuarios_abono_ocas._total,Usuarios_abono_1_dia_acumulado_de_inicio,Usuarios_abono_3_dias_acumulado_de_inicio,Usuarios_abono_5_dias_acumulado_de_ inicio,Usuarios_abono_ocasional_total_de_inicio,Usos_bicis_abono_anual,Usos_bicis_abono_ocasional,Usos_bicis_total,Usos_abono_anual_acumulado,Usos_abono_ocasional_acumulado,Usos_total_acumulado_ desde_inicio,Horas_Totales_Usos_Bicicletas,Horas_Totales_Disponibilidad_Bicicletas_En_Anclajes,Total_Horas_Servicio_Bicicletas,Media_Bicicletas_Disponibles,tmed,prec,Dia_semana
12-7-16,-194,-148,-342,33405,34677,68082,66,13,4,83,49010,3450,1461,53921,12213,153,12366,5345547,115813,5461360,3912.67,43740.25,47652.92,1985.54,28.2,0,mar
13-7-16,-7,20,13,33398,34697,68095,64,7,4,75,49074,3457,1465,53996,12648,180,12828,5358195,115993,5474188,3922.52,42480.93,46403.45,1933.48,23.2,0,mié
14-7-16,-15,35,20,33383,34732,68115,66,12,7,85,49140,3469,1472,54081,12046,196,12242,5370241,116189,5486430,3893.85,41579.93,45473.78,1894.74,21.8,0,jue
15-7-16,7,-6,1,33390,34726,68116,62,17,1,80,49202,3486,1473,54161,11028,188,11216,5381269,116377,5497646,3622.85,42342.21,45965.06,1915.21,22.6,0,vie
16-7-16,11,2,13,33401,34728,68129,168,11,4,183,49370,3497,1477,54344,7663,357,8020,5388932,116734,5505666,2886.67,43458.78,46345.45,1931.06,26.7,0,sáb
17-7-16,17,24,41,33418,34752,68170,98,7,6,111,49468,3504,1483,54455,7107,267,7374,5396039,117001,5513040,2799.63,41941.13,44740.76,1864.2,28.8,0,dom
18-7-16,-420,-204,-624,32998,34548,67546,69,3,4,76,49537,3507,1487,54531,10286,175,10461,5406325,117176,5523501,3341.35,42835.08,46176.43,1924.02,30.1,0,lun
19-7-16,-21,-5,-26,32977,34543,67520,55,8,5,68,49592,3515,1492,54599,11385,168,11553,5417710,117344,5535054,3704.3,42008.33,45712.63,1904.69,29.6,0,mar
20-7-16,-39,-8,-47,32938,34535,67473,75,3,6,84,49667,3518,1498,54683,11436,199,11635,5429146,117543,5546689,3644.22,42370.65,46014.87,1917.29,29.9,0,mié
21-7-16,-24,-20,-44,32914,34515,67429,49,9,2,60,49716,3527,1500,54743,11715,143,11858,5440861,117686,5558547,3691.57,43171.21,46862.78,1952.62,28.2,0,jue
22-7-16,-1,-13,-14,32913,34502,67415,80,12,4,96,49796,3539,1504,54839,10152,212,10364,5451013,117898,5568911,3439.37,43122.53,46561.9,1940.08,26.8,0,vie
23-7-16,-31,4,-27,32882,34506,67388,120,11,6,137,49916,3550,1510,54976,6206,302,6508,5457219,118200,5575419,2563.93,44711.83,47275.76,1969.82,24.8,0,sáb
24-7-16,-26,-5,-31,32856,34501,67357,144,2,3,149,50060,3552,1513,55125,5615,302,5917,5462834,118502,5581336,2309.6,43985.83,46295.43,1928.98,26.2,0,dom
25-7-16,14,12,26,32870,34513,67383,95,8,3,106,50155,3560,1516,55231,6071,216,6287,5468905,118718,5587623,2496.93,45882.92,48379.85,2015.83,29,0,lun
26-7-16,-40,-6,-46,32830,34507,67337,54,13,4,71,50209,3573,1520,55302,10209,143,10352,5479114,118861,5597975,3395.6,45178.95,48574.55,2023.94,30.6,0,mar
27-7-16,-24,-9,-33,32806,34498,67304,52,3,1,56,50261,3576,1521,55358,10951,145,11096,5490065,119006,5609071,3593.12,44470.35,48063.47,2002.64,31,0,mié
28-7-16,-20,-3,-23,32786,34495,67281,65,7,4,76,50326,3583,1525,55434,11138,151,11289,5501203,119157,5620360,3656.3,43886.92,47543.22,1980.97,30.3,0,jue
29-7-16,-10,-1,-11,32776,34494,67270,73,8,4,85,50399,3591,1529,55519,10110,175,10285,5511313,119332,5630645,3493.87,44625.25,48119.12,2004.96,31.5,0,vie
30-7-16,14,22,36,32790,34516,67306,83,11,10,104,50482,3602,1539,55623,7009,195,7204,5518322,119527,5637849,2597.13,46098.28,48695.41,2028.98,30,0,sáb
31-7-16,-1,-8,-9,32789,34508,67297,126,4,2,132,50608,3606,1541,55755,6726,296,7022,5525048,119823,5644871,2776.8,44666.83,47443.63,1976.82,27.2,0,dom
1-8-16,12,31,43,32801,34539,67340,72,11,3,86,50680,3617,1544,55841,8628,187,8815,5533676,120010,5653686,2989.3,45776.03,48765.33,2031.89,27.6,0,lun
2-8-16,-18,16,-2,32783,34555,67338,98,5,1,104,50778,3622,1545,55945,8900,185,9085,5542576,120195,5662771,3038.27,45217.8,48256.07,2010.67,29.4,0,mar
3-8-16,-31,8,-23,32752,34563,67315,75,12,2,89,50853,3634,1547,56034,9396,204,9600,5551972,120399,5672371,3248.42,45030.87,48279.29,2011.64,30.6,0,mié
4-8-16,-21,24,3,32731,34587,67318,57,6,2,65,50910,3640,1549,56099,9293,176,9469,5561265,120575,5681840,3144.43,45118.52,48262.95,2010.96,29.3,0,jue
5-8-16,-21,19,-2,32710,34606,67316,104,2,5,111,51014,3642,1554,56210,8371,191,8562,5569636,120766,5690402,2931.65,44923.3,47854.95,1993.96,26.8,0,vie
6-8-16,-5,-9,-14,32705,34597,67302,118,10,6,134,51132,3652,1560,56344,5758,258,6016,5575394,121024,5696418,2384.7,45531.81,47916.51,1996.52,27.6,0,sáb
7-8-16,-30,-2,-32,32675,34595,67270,121,4,1,126,51253,3656,1561,56470,5413,263,5676,5580807,121287,5702094,2383.03,44271.48,46654.51,1943.94,28,0,dom
8-8-16,-16,10,-6,32659,34605,67264,85,6,4,95,51338,3662,1565,56565,7363,205,7568,5588170,121492,5709662,2508.63,45789.5,48298.13,2012.42,28.9,0,lun
9-8-16,-13,-8,-21,32646,34597,67243,64,7,8,79,51402,3669,1573,56644,7729,168,7897,5595899,121660,5717559,2622.38,45374.51,47996.89,1999.87,27.5,0,mar
10-8-16,-17,-3,-20,32629,34594,67223,69,5,2,76,51471,3674,1575,56720,7980,176,8156,5603879,121836,5725715,2759.55,44321.75,47081.3,1961.72,23,0,mié
11-8-16,-28,-8,-36,32601,34586,67187,74,11,7,92,51545,3685,1582,56812,7932,242,8174,5611811,122078,5733889,2865.9,45179.97,48045.87,2001.91,23.4,0,jue
12-8-16,-9,-28,-37,32592,34558,67150,122,11,9,142,51667,3696,1591,56954,6982,274,7256,5618793,122352,5741145,2757.27,46005.03,48762.3,2031.76,25.8,0,vie
13-8-16,-23,-29,-52,32569,34529,67098,138,18,2,158,51805,3714,1593,57112,5006,313,5319,5623799,122665,5746464,2228.58,46737.56,48966.14,2040.26,27.4,0,sáb
14-8-16,-9,11,2,32560,34540,67100,186,10,4,200,51991,3724,1597,57312,4671,447,5118,5628470,123112,5751582,2308.48,44966.38,47274.86,1969.79,27.4,0,dom
15-8-16,-3,-1,-4,32557,34539,67096,126,16,3,145,52117,3740,1600,57457,4916,352,5268,5633386,123464,5756850,2306.7,47349.73,49656.43,2069.02,27.7,0,lun
16-8-16,-11,-5,-16,32546,34534,67080,76,13,4,93,52193,3753,1604,57550,7307,249,7556,5640693,123713,5764406,2708.52,45883.83,48592.35,2024.68,28,0,mar
17-8-16,-16,-13,-29,32530,34521,67051,87,18,4,109,52280,3771,1608,57659,7701,222,7923,5648394,123935,5772329,2801.55,45514.81,48316.36,2013.18,26.8,0,mié
18-8-16,-2,3,1,32528,34524,67052,74,12,4,90,52354,3783,1612,57749,7991,248,8239,5656385,124183,5780568,2858.5,45896.96,48755.46,2031.48,27.2,0,jue
19-8-16,3,-8,-5,32531,34516,67047,72,8,0,80,52426,3791,1612,57829,7511,232,7743,5663896,124415,5788311,2715.62,46838.4,49554.02,2064.75,27.6,0,vie
20-8-16,3,-15,-12,32534,34501,67035,127,15,5,147,52553,3806,1617,57976,5738,317,6055,5669634,124732,5794366,2512.25,47385.75,49898,2079.08,27.5,0,sáb
21-8-16,-6,-13,-19,32528,34488,67016,158,2,4,164,52711,3808,1621,58140,5577,347,5924,5675211,125079,5800290,2491.67,45715.25,48206.92,2008.62,25.4,0,dom
22-8-16,12,20,32,32540,34508,67048,59,6,6,71,52770,3814,1627,58211,8095,176,8271,5683306,125255,5808561,2944.42,47627.01,50571.43,2107.14,28.4,0,lun
23-8-16,-6,-14,-20,32534,34494,67028,79,8,2,89,52849,3822,1629,58300,8495,208,8703,5691801,125463,5817264,3006.45,46914.81,49921.26,2080.05,29.6,0,mar
24-8-16,-12,-16,-28,32522,34478,67000,78,3,0,81,52927,3825,1629,58381,9040,189,9229,5700841,125652,5826493,3145.97,46965.3,50111.27,2087.97,28,0,mié
25-8-16,-10,-3,-13,32512,34475,66987,91,12,2,105,53018,3837,1631,58486,9013,266,9279,5709854,125918,5835772,3221.47,46595.05,49816.52,2075.69,27.6,0,jue
26-8-16,-3,-5,-8,32509,34470,66979,82,8,2,92,53100,3845,1633,58578,8348,201,8549,5718202,126119,5844321,3005.93,46368.23,49374.16,2057.26,27.4,0,vie
27-8-16,3,19,22,32512,34489,67001,141,15,2,158,53241,3860,1635,58736,6998,335,7333,5725200,126454,5851654,2830.5,45989.36,48819.86,2034.16,28.9,0,sáb
28-8-16,-12,-10,-22,32500,34479,66979,133,7,3,143,53374,3867,1638,58879,6451,325,6776,5731651,126779,5858430,2833.17,44166.97,47000.14,1958.34,28.7,0,dom
29-8-16,6,31,37,32506,34510,67016,54,12,4,70,53428,3879,1642,58949,9176,143,9319,5740827,126922,5867749,3111.72,47334.05,50445.77,2101.91,28,0,lun
30-8-16,-1,17,16,32505,34527,67032,51,4,2,57,53479,3883,1644,59006,10113,102,10215,5750940,127024,5877964,3330.43,45724.22,49054.65,2043.94,25.2,0,mar
31-8-16,21,21,42,32526,34548,67074,53,7,5,65,53532,3890,1649,59071,10646,143,10789,5761586,127167,5888753,3587.4,45511.15,49098.55,2045.77,26.9,0,mié
1-9-16,1,4,5,32527,34552,67079,49,3,2,54,53581,3893,1651,59125,10919,103,11022,5772505,127270,5899775,3540.8,44650.98,48191.78,2007.99,27.8,0,jue
2-9-16,28,12,40,32555,34564,67119,63,11,4,78,53644,3904,1655,59203,10929,133,11062,5783434,127403,5910837,3676.35,44232.62,47908.97,1996.21,27.2,0,vie
3-9-16,26,12,38,32581,34576,67157,141,20,8,169,53785,3924,1663,59372,8301,301,8602,5791735,127704,5919439,3183.57,44825.12,48008.69,2000.36,29.2,0,sáb
4-9-16,22,36,58,32603,34612,67215,130,12,5,147,53915,3936,1668,59519,7925,328,8253,5799660,128032,5927692,3097.63,42711.2,45808.83,1908.7,29.6,0,dom
5-9-16,13,49,62,32616,34661,67277,40,5,3,48,53955,3941,1671,59567,10470,123,10593,5810130,128155,5938285,3363.28,43966.85,47330.13,1972.09,29.9,0,lun
6-9-16,1,9,10,32617,34670,67287,41,4,4,49,53996,3945,1675,59616,10927,115,11042,5821057,128270,5949327,3615.83,42922.96,46538.79,1939.12,30.6,0,mar
7-9-16,-38,-12,-50,32579,34658,67237,36,5,4,45,54032,3950,1679,59661,11193,80,11273,5832250,128350,5960600,3689.58,42625.33,46314.91,1929.79,31,0,mié
8-9-16,-18,-14,-32,32561,34644,67205,63,3,3,69,54095,3953,1682,59730,11283,125,11408,5843533,128475,5972008,3769.2,42719.27,46488.47,1937.02,26.9,0,jue
9-9-16,-8,-10,-18,32553,34634,67187,56,13,6,75,54151,3966,1688,59805,10819,143,10962,5854352,128618,5982970,3840.8,42690.03,46530.83,1938.78,25.4,0,vie
10-9-16,-3,18,15,32550,34652,67202,178,12,5,195,54329,3978,1693,60000,7990,322,8312,5862342,128940,5991282,3155.25,42684.18,45839.43,1909.98,26.2,0,sáb
11-9-16,-5,4,-1,32545,34656,67201,126,8,2,136,54455,3986,1695,60136,7576,255,7831,5869918,129195,5999113,3135.48,40164.53,43300.01,1804.17,26.4,0,dom
12-9-16,1,19,20,32546,34675,67221,39,9,4,52,54494,3995,1699,60188,9565,138,9703,5879483,129333,6008816,3197.17,41799.83,44997,1874.88,26.8,0.9,lun
13-9-16,-34,6,-28,32512,34681,67193,20,7,1,28,54514,4002,1700,60216,8067,70,8137,5887550,129403,6016953,2608.62,41751.4,44360.02,1848.33,19.8,7,mar
14-9-16,-42,-30,-72,32470,34651,67121,30,9,1,40,54544,4011,1701,60256,9261,121,9382,5896811,129524,6026335,3130.43,42827.35,45957.78,1914.91,15.7,0.2,mié
15-9-16,-29,-30,-59,32441,34621,67062,40,6,3,49,54584,4017,1704,60305,9846,115,9961,5906657,129639,6036296,3557.27,42388.03,45945.3,1914.39,15.4,0,jue
16-9-16,-16,8,-8,32425,34629,67054,59,14,5,78,54643,4031,1709,60383,9495,151,9646,5916152,129790,6045942,3419.32,41613.33,45032.65,1876.36,18.6,0,vie
17-9-16,9,18,27,32434,34647,67081,132,12,2,146,54775,4043,1711,60529,7241,225,7466,5923393,130015,6053408,2900.4,41457.53,44357.93,1848.25,18.5,0,sáb
18-9-16,-6,7,1,32428,34654,67082,154,11,2,167,54929,4054,1713,60696,6623,300,6923,5930016,130315,6060331,2943.95,39825.8,42769.75,1782.07,17.7,0,dom
19-9-16,3,-3,0,32431,34651,67082,44,5,3,52,54973,4059,1716,60748,7953,103,8056,5937969,130418,6068387,2853.03,41355.93,44208.96,1842.04,18.2,0,lun
20-9-16,-53,-2,-55,32378,34649,67027,36,4,4,44,55009,4063,1720,60792,8762,79,8841,5946731,130497,6077228,3044.22,39766.75,42810.97,1783.79,20.8,0,mar
21-9-16,-30,-27,-57,32348,34622,66970,26,3,2,31,55035,4066,1722,60823,8862,67,8929,5955593,130564,6086157,3123.57,39353.33,42476.9,1769.87,20.9,0,mié
22-9-16,-43,-4,-47,32305,34618,66923,41,1,3,45,55076,4067,1725,60868,9039,94,9133,5964632,130658,6095290,3193.15,39421.97,42615.12,1775.63,20.3,0,jue
23-9-16,-4,-19,-23,32301,34599,66900,67,7,0,74,55143,4074,1725,60942,8378,97,8475,5973010,130755,6103765,2886.17,38541.71,41427.88,1726.16,21.2,0,vie
24-9-16,-14,37,23,32287,34636,66923,155,16,5,176,55298,4090,1730,61118,6482,256,6738,5979492,131011,6110503,2660,36838.3,39498.3,1645.76,21,0,sáb
25-9-16,-5,4,-1,32282,34640,66922,151,5,1,157,55449,4095,1731,61275,5751,251,6002,5985243,131262,6116505,2629.27,32760.06,35389.33,1474.56,21,0,dom
26-9-16,-14,-15,-29,32268,34625,66893,51,2,3,56,55500,4097,1734,61331,6247,96,6343,5991490,131358,6122848,2246.87,32013.27,34260.14,1427.51,21.7,0,lun
27-9-16,-36,-17,-53,32232,34608,66840,34,2,3,39,55534,4099,1737,61370,7728,64,7792,5999218,131422,6130640,2727.8,34602.53,37330.33,1555.43,22,0,mar
28-9-16,-54,-55,-109,32178,34553,66731,42,3,5,50,55576,4102,1742,61420,8299,67,8366,6007517,131489,6139006,2858.55,36441.75,39300.3,1637.51,20.2,0,mié
29-9-16,-52,-7,-59,32126,34546,66672,41,3,1,45,55617,4105,1743,61465,8452,80,8532,6015969,131569,6147538,3043.12,37223.68,40266.8,1677.78,19.6,0,jue
30-9-16,-26,19,-7,32100,34565,66665,60,9,2,71,55677,4114,1745,61536,8666,129,8795,6024635,131698,6156333,3176.85,39455.85,42632.7,1776.36,20.2,0,vie
1-10-16,-9,10,1,32091,34575,66666,146,13,4,163,55823,4127,1749,61699,7097,278,7375,6031732,131976,6163708,2945.53,39120.9,42066.43,1752.77,20.8,0,sáb
2-10-16,-4,12,8,32087,34587,66674,197,3,4,204,56020,4130,1753,61903,6789,364,7153,6038521,132340,6170861,3165.25,36469.4,39634.65,1651.44,19.8,0,dom
3-10-16,-21,-10,-31,32066,34577,66643,56,1,3,60,56076,4131,1756,61963,7955,92,8047,6046476,132432,6178908,2806.63,39039.35,41845.98,1743.58,20.9,0,lun
4-10-16,-19,-18,-37,32047,34559,66606,37,3,3,43,56113,4134,1759,62006,8608,76,8684,6055084,132508,6187592,3096.1,38789.58,41885.68,1745.24,21.4,0,mar
5-10-16,-51,-25,-76,31996,34534,66530,21,2,3,26,56134,4136,1762,62032,8796,51,8847,6063880,132559,6196439,2924.67,36514.25,39438.92,1643.29,21.4,0,mié
6-10-16,-13,-7,-20,31983,34527,66510,37,9,3,49,56171,4145,1765,62081,9093,87,9180,6072973,132646,6205619,3141.4,38471.41,41612.81,1733.87,21.6,0,jue
7-10-16,-25,24,-1,31958,34551,66509,55,27,0,82,56226,4172,1765,62163,8688,154,8842,6081661,132800,6214461,3233.45,39731.57,42965.02,1790.21,19.5,0,vie
8-10-16,-14,15,1,31944,34566,66510,181,11,5,197,56407,4183,1770,62360,6889,348,7237,6088550,133148,6221698,2943.97,39950.51,42894.48,1787.27,19.2,0,sáb
9-10-16,-23,10,-13,31921,34576,66497,151,8,1,160,56558,4191,1771,62520,6079,336,6415,6094629,133484,6228113,2618.65,38837.7,41456.35,1727.35,19,0,dom
10-10-16,-8,-26,-34,31913,34550,66463,46,4,2,52,56604,4195,1773,62572,7277,110,7387,6101906,133594,6235500,2514.57,38568.55,41083.12,1711.8,18.3,0,lun
11-10-16,-24,-22,-46,31889,34528,66417,31,2,5,38,56635,4197,1778,62610,8050,82,8132,6109956,133676,6243632,2785.22,38464.18,41249.4,1718.73,16.5,6,mar
12-10-16,-41,-58,-99,31848,34470,66318,13,1,0,14,56648,4198,1778,62624,2759,22,2781,6112715,133698,6246413,1068.15,26979.51,28047.66,1168.65,12.7,13.3,mié
13-10-16,-53,-27,-80,31795,34443,66238,12,0,3,15,56660,4198,1781,62639,4491,35,4526,6117206,133733,6250939,1596.13,36994.2,38590.33,1607.93,13.8,1.1,jue
14-10-16,-39,2,-37,31756,34445,66201,27,4,2,33,56687,4202,1783,62672,6151,49,6200,6123357,133782,6257139,2266.23,35503.7,37769.93,1573.75,14.7,0.4,vie
15-10-16,-7,-8,-15,31749,34437,66186,94,4,1,99,56781,4206,1784,62771,5162,144,5306,6128519,133926,6262445,2097,34349.06,36446.06,1518.59,12.8,0,sáb
16-10-16,-8,-15,-23,31741,34422,66163,94,2,1,97,56875,4208,1785,62868,4381,180,4561,6132900,134106,6267006,1964.38,29788.7,31753.08,1323.05,15.1,0,dom
17-10-16,-20,-18,-38,31721,34404,66125,20,6,1,27,56895,4214,1786,62895,5113,70,5183,6138013,134176,6272189,1924.73,33660.22,35584.95,1482.71,16.2,5,lun
18-10-16,-26,-35,-61,31695,34369,66064,18,0,2,20,56913,4214,1788,62915,6263,44,6307,6144276,134220,6278496,2040.73,32851.78,34892.51,1453.85,16.4,6.1,mar
19-10-16,-40,-30,-70,31655,34339,65994,9,1,0,10,56922,4215,1788,62925,4292,17,4309,6148568,134237,6282805,1489.58,30990.73,32480.31,1353.35,16.5,4.7,mié
20-10-16,-47,-38,-85,31608,34301,65909,12,0,0,12,56934,4215,1788,62937,3888,14,3902,6152456,134251,6286707,1531.13,30109.87,31641,1318.38,15.9,1.9,jue
21-10-16,-31,-15,-46,31577,34286,65863,36,6,5,47,56970,4221,1793,62984,5610,68,5678,6158066,134319,6292385,2020.38,28008.53,30028.91,1251.2,15.2,0.3,vie
22-10-16,-33,-29,-62,31544,34257,65801,22,3,0,25,56992,4224,1793,63009,2604,43,2647,6160670,134362,6295032,1022.88,27607.66,28630.54,1192.94,14.6,21.8,sáb
23-10-16,-29,-28,-57,31515,34229,65744,17,0,1,18,57009,4224,1794,63027,1917,36,1953,6162587,134398,6296985,703.52,22810.38,23513.9,979.75,13,12.8,dom
24-10-16,-22,-42,-64,31493,34187,65680,12,1,0,13,57021,4225,1794,63040,3811,32,3843,6166398,134430,6300828,1388.43,24600,25988.43,1082.85,12.4,0.6,lun
25-10-16,-39,-36,-75,31454,34151,65605,20,2,1,23,57041,4227,1795,63063,5060,36,5096,6171458,134466,6305924,1675.98,25324.92,27000.9,1125.04,16,1.4,mar
26-10-16,-48,-38,-86,31406,34113,65519,34,2,1,37,57075,4229,1796,63100,5920,60,5980,6177378,134526,6311904,2156.35,25390.81,27547.16,1147.8,18.3,0,mié
27-10-16,-45,-13,-58,31361,34100,65461,32,3,2,37,57107,4232,1798,63137,5986,73,6059,6183364,134599,6317963,2125.02,25553.11,27678.13,1153.26,19.4,0,jue
28-10-16,-9,-13,-22,31352,34087,65439,32,6,4,42,57139,4238,1802,63179,5541,62,5603,6188905,134661,6323566,2045.92,25769.92,27815.84,1158.99,18,0,vie
29-10-16,4,-6,-2,31356,34081,65437,99,21,5,125,57238,4259,1807,63304,4389,186,4575,6193294,134847,6328141,1945.07,24208.45,26153.52,1089.73,17,0,sáb
30-10-16,-16,-1,-17,31340,34080,65420,131,4,2,137,57369,4263,1809,63441,3617,255,3872,6196911,135102,6332013,1890.25,20316.5,22206.75,888.27,16,0,dom
31-10-16,-14,-11,-25,31326,34069,65395,71,1,0,72,57440,4264,1809,63513,4701,117,4818,6201612,135219,6336831,1956.18,22287.1,24243.28,1010.14,15,0,lun
1-11-16,-11,-4,-15,31315,34065,65380,97,4,2,103,57537,4268,1811,63616,4235,168,4403,6205847,135387,6341234,1872.42,24301.8,26174.22,1090.59,13.2,0,mar
2-11-16,-41,-24,-65,31274,34041,65315,17,5,5,27,57554,4273,1816,63643,5645,46,5691,6211492,135433,6346925,1885.1,21219.03,23104.13,962.67,15.2,0,mié
3-11-16,-27,-16,-43,31247,34025,65272,16,2,3,21,57570,4275,1819,63664,6153,58,6211,6217645,135491,6353136,2275.72,24914.03,27189.75,1132.91,16,5.5,jue
4-11-16,-13,-18,-31,31234,34007,65241,6,1,0,7,57576,4276,1819,63671,2947,18,2965,6220592,135509,6356101,1166.1,27152.66,28318.76,1179.95,14,11.7,vie
5-11-16,-9,-26,-35,31225,33981,65206,10,1,2,13,57586,4277,1821,63684,2166,19,2185,6222758,135528,6358286,952.38,28032.61,28984.99,1207.71,11.4,14.4,sáb
6-11-16,5,-15,-10,31230,33966,65196,71,7,2,80,57657,4284,1823,63764,3682,122,3804,6226440,135650,6362090,1697.77,17353.71,19051.48,793.81,9.4,0,dom
7-11-16,-28,-14,-42,31202,33952,65154,18,1,2,21,57675,4285,1825,63785,4564,56,4620,6231004,135706,6366710,1779.38,26673.65,28453.03,1185.54,7.3,0.6,lun
8-11-16,-46,-39,-85,31156,33913,65069,14,4,1,19,57689,4289,1826,63804,5525,45,5570,6236529,135751,6372280,2045.67,27895.98,29941.65,1247.57,6.8,0.2,mar
9-11-16,-39,-24,-63,31117,33889,65006,49,1,0,50,57738,4290,1826,63854,4031,61,4092,6240560,135812,6376372,1458.8,26846.1,28304.9,1179.37,11,0,mié
10-11-16,-19,-15,-34,31098,33874,64972,21,0,2,23,57759,4290,1828,63877,5555,50,5605,6246115,135862,6381977,2059.87,25625.33,27685.2,1153.55,8.3,0,jue
11-11-16,-14,-26,-40,31084,33848,64932,30,7,1,38,57789,4297,1829,63915,5773,67,5840,6251888,135929,6387817,2195.15,26023.13,28218.28,1175.76,8.8,0,vie
12-11-16,0,-14,-14,31084,33834,64918,77,10,2,89,57866,4307,1831,64004,4465,121,4586,6256353,136050,6392403,1850.67,25061.81,26912.48,1121.35,8.7,0,sáb
13-11-16,-5,-2,-7,31079,33832,64911,84,4,2,90,57950,4311,1833,64094,4276,144,4420,6260629,136194,6396823,1889.02,24862.75,26751.77,1114.66,12.2,0,dom
14-11-16,-22,-30,-52,31057,33802,64859,13,1,3,17,57963,4312,1836,64111,5138,35,5173,6265767,136229,6401996,1793.17,25689.7,27482.87,1145.12,10.2,0,lun
15-11-16,-12,-37,-49,31045,33765,64810,25,3,2,30,57988,4315,1838,64141,5148,57,5205,6270915,136286,6407201,1864.5,25375.63,27240.13,1135.01,10.2,0,mar
16-11-16,-15,-47,-62,31030,33718,64748,23,0,2,25,58011,4315,1840,64166,5450,40,5490,6276365,136326,6412691,2085.55,24096.85,26182.4,1090.93,9.5,0,mié
17-11-16,-56,-28,-84,30974,33690,64664,16,2,1,19,58027,4317,1841,64185,5774,39,5813,6282139,136365,6418504,2234.2,24442.53,26676.73,1111.53,10.5,0,jue
18-11-16,-15,-27,-42,30959,33663,64622,22,7,0,29,58049,4324,1841,64214,5858,67,5925,6287997,136432,6424429,2201.6,25993.53,28195.13,1174.8,10,0,vie
19-11-16,-22,-4,-26,30937,33659,64596,101,7,0,108,58150,4331,1841,64322,4556,183,4739,6292553,136615,6429168,1904.37,26077.6,27981.97,1165.92,8.2,5.7,sáb
20-11-16,-19,-32,-51,30918,33627,64545,4,0,0,4,58154,4331,1841,64326,1502,22,1524,6294055,136637,6430692,786.88,27207.93,27994.81,1166.45,8.8,15.7,dom
21-11-16,-18,-46,-64,30900,33581,64481,12,1,1,14,58166,4332,1842,64340,4146,25,4171,6298201,136662,6434863,1377.2,27163.08,28540.28,1189.18,9.5,0.1,lun
22-11-16,-19,-50,-69,30881,33531,64412,6,1,1,8,58172,4333,1843,64348,4850,12,4862,6303051,136674,6439725,1678.8,27601.83,29280.63,1220.03,8,0.1,mar
23-11-16,-24,-51,-75,30857,33480,64337,9,0,0,9,58181,4333,1843,64357,4312,12,4324,6307363,136686,6444049,1533.53,27159.6,28693.13,1195.55,6.4,1.4,mié
24-11-16,-21,-19,-40,30836,33461,64297,11,4,3,18,58192,4337,1846,64375,5213,26,5239,6312576,136712,6449288,1915.75,28180.13,30095.88,1254,5.7,0,jue
25-11-16,-21,-25,-46,30815,33436,64251,3,0,0,3,58195,4337,1846,64378,2759,8,2767,6315335,136720,6452055,1097.92,30423.71,31521.63,1313.4,4.6,12.4,vie
26-11-16,-24,-22,-46,30791,33414,64205,6,0,0,6,58201,4337,1846,64384,1782,9,1791,6317117,136729,6453846,745.33,30107.71,30853.04,1285.54,7.8,19.9,sáb
27-11-16,-19,-19,-38,30772,33395,64167,5,2,2,9,58206,4339,1848,64393,1802,18,1820,6318919,136747,6455666,714,29748.05,30462.05,1269.25,9.6,7,dom
28-11-16,-19,-34,-53,30753,33361,64114,25,5,3,33,58231,4344,1851,64426,5310,62,5372,6324229,136809,6461038,1715.08,29976.28,31691.36,1320.47,9.9,0,lun
29-11-16,-11,-31,-42,30742,33330,64072,8,0,1,9,58239,4344,1852,64435,5299,27,5326,6329528,136836,6466364,1810.37,31122.66,32933.03,1372.21,9.4,1,mar
30-11-16,-12,-14,-26,30730,33316,64046,12,0,1,13,58251,4344,1853,64448,5987,39,6026,6335515,136875,6472390,2178.2,31052.58,33230.78,1384.62,11.6,0,mié
1-12-16,-24,-10,-34,30706,33306,64012,9,3,0,12,58260,4347,1853,64460,6249,23,6272,6341764,136898,6478662,2119.35,31320.42,33439.77,1393.32,10.3,0,jue
2-12-16,-8,3,-5,30698,33309,64007,20,1,1,22,58280,4348,1854,64482,6511,45,6556,6348275,136943,6485218,2411.83,31872.53,34284.36,1428.52,9.8,0,vie
3-12-16,2,10,12,30700,33319,64019,90,7,1,98,58370,4355,1855,64580,4623,173,4796,6352898,137116,6490014,1914.73,32252.57,34167.3,1423.64,9,12.1,sáb
4-12-16,-2,-2,-4,30698,33317,64015,6,5,1,12,58376,4360,1856,64592,1937,26,1963,6354835,137142,6491977,861.22,33515.9,34377.12,1432.38,10.4,5.3,dom
5-12-16,2,-11,-9,30700,33306,64006,33,1,2,36,58409,4361,1858,64628,5256,67,5323,6360091,137209,6497300,1875.22,33071,34946.22,1456.09,11.8,0,lun
